ID,Elapsed Time (s),Acceleration_x,Acceleration_y,Acceleration_z,Gravity_x,Gravity_y,Gravity_z,Angular Velocity_x,Angular Velocity_y,Angular Velocity_z,Orientation_x,Orientation_y,Orientation_z,Character
1,2.93300035991706e-06,1.5682021379470825,-2.7700912952423096,9.349357604980469,1.6443290710449219,-2.8050763607025146,9.251924514770508,-0.013439035043120384,0.012217304669320583,0.019547687843441963,0.05925000086426735,-0.15268699824810028,0.9765650033950806,Hello
1,0.0006403180013876,1.4484920501708984,-2.9017724990844727,9.375694274902344,1.6397017240524292,-2.8111207485198975,9.250911712646484,-0.03420845419168472,0.00855211354792118,0.02321287989616394,0.05925000086426735,-0.15268699824810028,0.9765650033950806,Hello
1,0.0013480350025929,1.5203180313110352,-2.8107926845550537,9.315838813781738,1.6375364065170288,-2.819868564605713,9.248632431030273,-0.04153883829712868,0.006108652334660292,0.01710422709584236,0.05826599895954132,-0.1528329998254776,0.976688027381897,Hello
1,0.0477767570009746,1.5538369417190552,-2.82515811920166,9.3828763961792,1.6346640586853027,-2.8279829025268555,9.246663093566895,-0.028099801391363144,0.00855211354792118,0.018325956538319588,0.05826599895954132,-0.1528329998254776,0.976688027381897,Hello
1,0.0506146059997263,1.53707754611969,-2.853888511657715,9.327810287475586,1.6333327293395996,-2.8293874263763428,9.246468544006348,-0.036651913076639175,0.0012217304902151227,0.013439035043120384,0.05826599895954132,-0.1528329998254776,0.976688027381897,Hello
1,0.0513402020005742,1.5322890281677246,-2.8826189041137695,9.318233489990234,1.6329563856124878,-2.833681106567383,9.245220184326172,-0.02687807008624077,-0.0024434609804302454,0.02076941914856434,0.05826599895954132,-0.1528329998254776,0.976688027381897,Hello
1,0.0518953120008518,1.522712230682373,-2.7054479122161865,9.315838813781738,1.6477046012878418,-2.8049192428588867,9.251372337341309,0.00366519158706069,0.01710422709584236,0.013439035043120384,0.05925000086426735,-0.15268699824810028,0.9765650033950806,Hello
1,0.0967257539996353,1.4748282432556152,-2.7557260990142822,9.32541561126709,1.6314116716384888,-2.8361611366271973,9.244731903076172,0.0024434609804302454,0.004886921960860491,0.015882495790719986,0.05826599895954132,-0.1528329998254776,0.976688027381897,Hello
1,0.0973252139992837,1.5610195398330688,-2.7916390895843506,9.35654067993164,1.6280810832977295,-2.8353335857391357,9.245573043823242,0.00366519158706069,0.0012217304902151227,0.021991148591041565,0.05826599895954132,-0.1528329998254776,0.976688027381897,Hello
1,0.0992498699997668,1.4867992401123047,-2.849100112915039,9.344569206237793,1.6263139247894287,-2.8351845741271973,9.245929718017578,-0.0024434609804302454,-0.0024434609804302454,0.019547687843441963,0.05784900113940239,-0.15367799997329712,0.9767019748687744,Hello
1,0.145580952001183,1.4844050407409668,-2.734178304672241,9.306262016296387,1.625076413154602,-2.8362414836883545,9.24582290649414,-0.02321287989616394,-0.0012217304902151227,0.010995574295520782,0.05784900113940239,-0.15367799997329712,0.9767019748687744,Hello
1,0.146158411000215,1.5705963373184204,-2.8203697204589844,9.272743225097656,1.6264326572418213,-2.8440983295440674,9.243170738220215,-0.036651913076639175,-0.004886921960860491,0.015882495790719986,0.05784900113940239,-0.15367799997329712,0.9767019748687744,Hello
1,0.195026600002166,1.5298948287963867,-2.8610711097717285,9.284713745117188,1.6279300451278687,-2.8519575595855713,9.240486145019531,-0.02076941914856434,-0.0012217304902151227,0.00855211354792118,0.05784900113940239,-0.15367799997329712,0.9767019748687744,Hello
1,0.19553198200083,1.4413094520568848,-2.851494312286377,9.299078941345215,1.6267437934875488,-2.853891611099243,9.240097999572754,0.00855211354792118,0.0012217304902151227,0.006108652334660292,0.05784900113940239,-0.15367799997329712,0.9767019748687744,Hello
1,0.196105601000454,1.5083470344543457,-2.762908697128296,9.35654067993164,1.624476671218872,-2.850353240966797,9.241588592529297,0.010995574295520782,0.00733038317412138,0.0024434609804302454,0.057700999081134796,-0.15439699590206146,0.9766719937324524,Hello
1,0.242806849000772,1.5969325304031372,-2.784456491470337,9.397241592407227,1.623245358467102,-2.84887957572937,9.24225902557373,-0.018325956538319588,0.0012217304902151227,0.00733038317412138,0.057700999081134796,-0.15439699590206146,0.9766719937324524,Hello
1,0.244408692000434,1.4700398445129395,-2.935291290283203,9.275136947631836,1.6225615739822388,-2.8586606979370117,9.239357948303223,-0.05619960278272629,-0.0024434609804302454,0.004886921960860491,0.057700999081134796,-0.15439699590206146,0.9766719937324524,Hello
1,0.291514958000334,1.5298948287963867,-2.8419175148010254,9.375694274902344,1.6219738721847534,-2.8707170486450195,9.235722541809082,-0.05864306539297104,0.0,0.00855211354792118,0.057700999081134796,-0.15439699590206146,0.9766719937324524,Hello
1,0.292207868002151,1.5298948287963867,-2.829946517944336,9.373299598693848,1.6208775043487549,-2.8780908584594727,9.233619689941406,-0.051312681287527084,0.0,0.0012217304902151227,0.057700999081134796,-0.15439699590206146,0.9766719937324524,Hello
1,0.340979814001912,1.680729627609253,-2.7772738933563232,9.710882186889648,1.6238042116165161,-2.885612964630127,9.230757713317871,-0.039095375686883926,-0.004886921960860491,-0.00855211354792118,0.05737999826669693,-0.1561650037765503,0.9764220118522644,Hello
1,0.34165707899956,1.6400281190872192,-1.86508309841156,9.99100399017334,1.624140977859497,-2.886383533477783,9.230457305908203,-0.10873401165008545,0.06475171446800232,-0.030543262138962746,0.05737999826669693,-0.1561650037765503,0.9764220118522644,Hello
1,0.343241601000045,1.357512354850769,-1.8339585065841675,9.816226959228516,1.6130156517028809,-2.92817759513855,9.219237327575684,-0.5094616413116455,0.06841690838336945,-0.05375614017248154,0.05737999826669693,-0.1561650037765503,0.9764220118522644,Hello
1,0.389701682001032,1.4053963422775269,-2.248155355453491,9.883264541625977,1.6030867099761963,-3.0572826862335205,9.178972244262695,-0.9578366875648499,0.07452555745840073,-0.06108652427792549,0.05737999826669693,-0.1561650037765503,0.9764220118522644,Hello
1,0.390634013001545,1.194706678390503,-3.383007049560547,9.550470352172852,1.5918153524398804,-3.269493341445923,9.10752010345459,-1.3377948999404907,0.0757472887635231,-0.1270599663257599,0.05737999826669693,-0.1561650037765503,0.9764220118522644,Hello
1,0.438386044999788,1.3623007535934448,-3.3638534545898438,9.402029991149902,1.5865529775619507,-3.4421842098236084,9.04458999633789,-1.3292428255081177,0.09162978827953339,-0.16737708449363708,0.05022300034761429,-0.18064500391483307,0.9717350006103516,Hello
1,0.439432079001563,0.5410895943641663,-2.609679937362671,10.512939453125,1.5770775079727173,-3.737717390060425,8.92819595336914,-1.3451253175735474,0.09651670604944229,-0.2125810980796814,0.05022300034761429,-0.18064500391483307,0.9717350006103516,Hello
1,0.439990123002644,0.40940847992897034,-3.8594532012939453,9.581595420837402,1.5914565324783325,-4.008059501647949,8.807559967041016,-1.832595705986023,-0.13561208546161652,-0.2724458873271942,0.05022300034761429,-0.18064500391483307,0.9717350006103516,Hello
1,0.487712960999488,0.5267243981361389,-6.828263282775879,9.813833236694336,1.6667295694351196,-4.363490104675293,8.622780799865723,-2.1453588008880615,-0.3799581825733185,-0.4153883755207062,0.05022300034761429,-0.18064500391483307,0.9717350006103516,Hello
1,0.488255639000272,1.2258312702178955,-8.607154846191406,10.029311180114746,1.8029651641845703,-4.690624713897705,8.42126750946045,-1.8167132139205933,-0.6230825781822205,-0.6670648455619812,0.05022300034761429,-0.18064500391483307,0.9717350006103516,Hello
1,0.535675569000887,2.190694570541382,-8.705317497253418,10.500968933105469,1.9343336820602417,-4.870417594909668,8.28901481628418,-1.4220943450927734,-0.8148942589759827,-0.8405506014823914,0.0519229993224144,-0.2636379897594452,0.9493209719657898,Hello
1,0.536379584002134,0.6655880808830261,-7.122750282287598,10.563218116760254,2.162071943283081,-5.063945293426514,8.114943504333496,-1.33168625831604,-0.970054030418396,-0.9395107626914978,0.0519229993224144,-0.2636379897594452,0.9493209719657898,Hello
1,0.583767596002872,3.4093432426452637,-9.32541561126709,10.134655952453613,2.513901948928833,-5.296023845672607,7.861476421356201,-1.4868459701538086,-1.3524556159973145,-1.1129964590072632,0.0519229993224144,-0.2636379897594452,0.9493209719657898,Hello
1,0.586451512001077,3.6104562282562256,-10.414777755737305,8.877699851989746,2.789219856262207,-5.413328647613525,7.686775207519531,-1.244943380355835,-1.6016886234283447,-1.7165313959121704,0.0519229993224144,-0.2636379897594452,0.9493209719657898,Hello
1,0.633074956000201,3.670311212539673,-8.949525833129883,9.684545516967773,3.2310173511505127,-5.460145473480225,7.477815628051758,-0.2321287989616394,-1.7006487846374512,-1.9608774185180664,0.0519229993224144,-0.2636379897594452,0.9493209719657898,Hello
1,0.633709616002307,3.7660791873931885,-7.383718013763428,9.72285270690918,3.86357045173645,-5.279289722442627,7.305635452270508,0.07452555745840073,-1.853365182876587,-2.252871036529541,0.1264750063419342,-0.32061898708343506,0.9145969748497009,Hello
1,0.637957940001797,4.4723687171936035,-7.620744228363037,8.702922821044922,4.402184963226318,-5.102620601654053,7.124213695526123,-0.3078760802745819,-2.1319196224212646,-2.4825563430786133,0.1264750063419342,-0.32061898708343506,0.9145969748497009,Hello
1,0.681764347002172,5.080495834350586,-7.115567684173584,7.668628215789795,4.973476886749268,-4.922133922576904,6.8707733154296875,-0.45814892649650574,-2.2369885444641113,-2.744006633758545,0.1264750063419342,-0.32061898708343506,0.9145969748497009,Hello
1,0.682536528001947,4.953603267669678,-6.224924564361572,7.398083209991455,5.373090744018555,-4.761144161224365,6.680703163146973,-0.2272418737411499,-2.211332082748413,-2.9578094482421875,0.1264750063419342,-0.32061898708343506,0.9145969748497009,Hello
1,0.684249002002616,5.288791656494141,-4.982333660125732,6.6391215324401855,5.924812316894531,-4.465517044067383,6.412966728210449,-0.06963863968849182,-2.261423110961914,-3.1386256217956543,0.1264750063419342,-0.32061898708343506,0.9145969748497009,Hello
